FeatureID	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c
PF12146.11	1	2	4	2	7	6	22	28	25	13	24	35	48	29	42
PF04832.15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PF06745.16	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1
PF13086.9	2	2	1	1	1	5	7	11	5	11	9	12	3	7	10
PF13087.9	2	2	1	1	1	5	7	11	5	11	11	12	3	7	11
PF01593.27	0	1	0	1	0	0	1	7	6	8	13	14	9	11	6
PF00355.29	0	0	0	0	2	0	0	2	2	4	3	9	2	2	0
PF00848.22	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1
PF02867.18	0	1	1	0	2	2	1	10	25	13	43	58	1	23	11
PF03401.17	0	0	0	2	0	0	1	4	1	1	5	1	17	3	7
PF18014.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF00669.23	716	1159	1073	731	372	1354	5913	538	572	1390	132	98	4029	158	198
PF00700.24	782	1228	1098	743	375	1412	5549	495	514	1263	127	87	3871	139	172
PF00682.22	42	41	61	56	29	71	178	67	118	99	42	84	270	70	87
PF02436.21	40	37	54	47	24	68	149	48	88	79	24	54	225	38	49
PF01973.21	3	3	5	1	0	20	4	4	4	2	5	4	0	1	1
PF01073.22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF02784.19	1	0	0	0	3	6	8	17	26	12	26	38	29	32	25
PF00278.25	1	0	0	0	3	4	9	16	31	11	23	37	28	30	25
PF05378.16	5	0	0	0	0	0	1	2	1	0	4	1	1	1	0
PF01968.21	5	0	0	0	0	0	1	2	1	0	5	1	1	1	0
PF03703.17	0	1	0	0	0	1	3	1	1	6	1	3	4	2	2
PF13519.9	0	0	0	0	1	5	9	10	27	13	25	24	15	27	30
PF08191.14	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
PF13585.9	0	0	0	0	0	0	2	2	5	0	5	8	0	5	4
PF11638.11	1	3	2	0	0	1	13	10	17	11	14	25	15	8	11
PF20434.1	0	0	2	1	1	2	9	14	10	8	13	19	10	30	33
PF19890.2	1	0	0	2	3	0	11	9	5	2	1	4	8	5	5
PF08543.15	0	1	4	3	4	4	15	15	14	17	12	45	18	23	18
PF02581.20	0	2	0	0	1	0	1	5	8	5	8	12	5	15	19
PF16338.8	1	2	2	0	1	1	16	4	16	6	16	26	8	23	16
PF13802.9	0	2	1	4	1	5	17	19	18	5	8	23	16	40	30
PF01055.29	8	53	174	61	46	133	42	33	54	22	48	90	109	82	85
PF17137.7	3	2	5	2	3	3	17	7	29	14	44	68	15	31	30
PF12182.11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF02872.21	1	3	1	1	1	4	50	3	8	9	8	20	38	13	17
PF13476.9	5	4	6	3	1	12	8	33	15	14	31	59	17	33	22
PF13558.9	4	6	5	4	2	10	6	36	35	17	24	77	17	47	33
PF01773.23	0	0	0	0	1	2	0	0	0	1	1	2	5	0	1
PF07662.16	0	0	0	0	1	2	0	0	0	1	1	2	5	0	1
PF02574.19	2	3	0	3	3	6	10	10	17	11	9	24	18	22	19
PF02737.21	21	32	38	39	13	101	383	60	73	68	14	12	175	14	21
PF00725.25	21	32	38	39	13	101	383	60	73	68	14	12	175	14	22
PF00370.24	41	46	63	48	23	102	169	47	59	86	40	91	66	78	62
PF02782.19	41	46	63	48	23	102	169	47	59	85	40	91	65	78	63
PF13192.9	0	1	0	0	0	0	0	2	3	4	3	0	4	3	3
PF10417.12	1	0	0	0	0	0	2	1	4	3	2	3	2	2	4
PF02449.18	6	7	2	2	0	2	16	13	10	42	18	69	27	39	33
PF08532.13	6	7	2	2	0	2	16	16	10	43	17	73	27	42	34
PF08533.13	6	5	2	2	0	1	14	4	7	9	5	10	25	13	17
PF17762.4	2	3	2	4	1	3	6	9	13	4	20	30	6	15	13
PF06570.14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF01676.21	13	17	42	23	19	37	58	29	67	33	45	60	75	52	35
PF02885.20	0	1	5	5	4	2	2	6	4	5	4	6	6	6	8
PF00591.24	0	1	5	5	4	2	2	6	4	5	4	5	6	6	8
PF07831.16	0	1	5	5	3	2	2	6	3	5	2	2	4	5	3
PF01782.21	0	0	0	0	0	0	4	2	3	4	4	4	6	5	3
PF05239.19	0	1	0	0	0	1	7	3	4	4	3	3	8	4	3
PF13083.9	7	7	11	9	4	16	59	12	19	13	6	20	39	18	10
PF01715.20	0	0	0	2	0	7	1	5	8	2	7	15	6	9	8
PF11240.11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PF01812.23	0	1	0	0	0	2	1	3	5	2	4	4	8	2	0
PF00485.21	3	6	6	6	3	8	15	20	23	20	15	60	25	24	19
PF05437.15	0	0	0	0	0	0	1	0	1	1	0	0	2	2	1
PF01783.26	3	3	2	3	0	9	44	3	7	5	3	8	75	2	1
PF02620.20	4	7	15	14	6	22	64	10	11	13	5	11	91	7	13
PF01149.27	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0
PF06831.17	0	0	0	0	0	1	0	1	0	0	0	1	1	4	0
PF00085.23	26	17	12	12	6	21	32	4	5	15	11	10	115	5	5
PF03413.22	2	5	0	8	5	10	15	18	13	22	2	27	9	22	7
PF00809.25	7	19	2	2	5	7	16	13	15	22	8	33	39	26	15
PF04266.17	0	0	0	0	0	1	2	1	4	2	2	9	0	8	3
PF01475.22	3	3	3	2	0	10	21	5	2	4	4	11	34	6	4
PF02353.23	0	0	0	0	0	0	1	3	3	1	2	2	1	2	5
PF01268.22	24	43	17	16	10	28	33	14	15	59	15	33	94	16	12
PF02222.25	0	0	0	0	2	0	1	2	4	2	7	15	1	6	4
PF17769.4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
PF02350.22	1	1	2	4	2	1	3	14	3	3	8	21	7	15	8
PF04262.17	2	0	0	0	0	2	0	0	1	6	0	1	3	1	2
PF00909.24	0	2	0	0	0	1	134	29	41	5	21	32	8	21	13
PF01416.23	2	0	0	0	0	0	11	6	17	11	5	17	14	22	18
PF01808.21	3	1	6	10	3	9	18	14	11	15	13	19	21	24	12
PF03976.17	4	8	6	6	4	18	10	8	1	15	0	2	5	10	8
PF00203.24	5	8	15	11	2	26	33	29	34	21	9	16	48	17	13
PF06750.16	0	0	0	0	1	1	32	8	2	5	1	4	92	5	8
PF05848.14	0	0	0	0	0	0	0	0	0	2	0	2	3	1	0
PF17727.4	0	0	0	0	0	0	0	0	0	2	0	2	3	1	0
PF00313.25	17	26	52	39	24	63	282	23	48	12	18	6	1256	10	18
PF01988.22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF00939.22	0	0	0	0	0	0	0	1	1	2	1	0	1	1	3
PF07929.14	1	0	0	1	2	4	1	0	2	1	2	8	1	1	6
PF01270.20	0	0	1	1	0	0	2	4	10	2	2	12	6	5	9
PF02133.18	1	1	3	2	1	3	4	0	0	2	3	0	2	0	1
PF04260.15	0	0	0	0	0	0	1	1	0	1	1	1	3	2	3
PF02540.20	6	10	20	10	10	15	29	17	35	31	46	70	41	41	47
PF00958.25	4	7	11	6	9	9	24	18	28	30	38	44	39	28	29
PF12698.10	3	3	3	10	4	4	9	36	39	21	33	67	48	70	55
PF08402.13	32	48	25	16	15	45	35	17	30	17	22	29	86	20	22
PF03611.17	11	12	4	3	0	9	3	3	5	7	2	10	8	5	4
PF03099.22	1	0	2	4	3	3	2	7	6	5	7	13	9	16	6
PF10437.12	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0
PF00173.31	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0
PF01545.24	0	0	0	0	2	0	5	8	12	33	31	69	12	17	24
PF16916.8	0	0	0	0	1	0	5	7	4	7	4	9	12	6	13
PF13412.9	8	3	2	7	1	6	31	34	34	28	48	99	38	29	38
PF01037.24	0	2	2	1	0	1	2	3	2	2	4	9	5	2	8
PF00375.21	6	2	4	5	2	3	27	8	19	17	15	22	146	18	16
PF01087.25	3	9	3	4	1	10	13	10	11	18	4	21	25	15	45
PF02744.20	3	9	3	4	1	10	13	10	11	18	4	21	25	15	45
PF13350.9	0	0	0	0	1	0	0	0	1	1	1	1	0	3	1
PF04204.19	1	0	3	1	1	1	4	4	3	3	1	5	9	3	5
PF12784.10	41	53	37	17	15	39	120	57	80	87	80	148	132	69	74
PF03606.18	3	5	1	4	2	4	2	2	3	4	2	3	10	3	3
PF03853.18	0	0	0	3	2	1	7	5	8	6	14	12	7	9	7
PF19258.2	0	0	0	0	7	0	0	0	0	0	1	1	2	1	0
PF01022.23	2	2	0	0	0	4	13	7	15	8	12	16	10	8	8
PF12822.10	2	5	1	1	1	1	6	9	7	9	5	23	30	13	15
PF03590.18	1	1	0	0	1	4	14	5	8	5	7	8	13	13	9
PF01641.21	0	0	1	0	0	0	0	1	3	0	1	0	0	2	3
PF07969.14	0	0	2	2	0	0	1	0	5	3	3	3	8	3	6
PF00334.22	0	0	0	1	0	0	3	2	3	0	4	1	7	2	3
PF02541.19	1	2	0	1	0	3	18	11	5	6	5	13	9	16	9
PF02146.20	6	0	2	4	0	4	16	1	5	11	5	6	22	4	3
PF01904.21	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
PF06028.14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PF04203.16	10	11	18	17	8	35	32	36	58	23	63	74	46	64	96
PF04011.15	0	0	0	1	0	0	1	2	1	0	2	2	1	0	0
PF01435.21	0	0	0	0	1	2	3	0	0	0	6	2	1	6	2
PF04960.18	0	0	0	1	1	0	1	1	2	3	1	4	1	1	0
PF01171.23	3	3	3	1	2	4	3	13	14	7	18	26	10	17	11
PF09179.14	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0
PF02837.21	24	41	127	35	49	87	102	104	147	90	79	147	418	170	212
PF00703.24	24	41	128	34	49	88	94	104	140	93	80	144	405	166	209
PF02836.20	24	46	135	37	52	93	94	103	145	101	77	139	485	169	230
PF02929.20	4	17	63	15	23	36	41	46	40	49	37	65	264	63	118
PF06026.17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PF13468.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01741.21	0	0	0	0	0	1	3	1	2	1	0	2	2	1	1
PF03807.20	1	2	4	0	1	5	8	7	2	5	5	5	10	9	5
PF14748.9	1	2	4	0	1	5	8	7	2	4	5	5	10	9	5
PF00268.24	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0
PF08343.13	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
PF00317.24	0	1	1	0	1	2	0	3	3	2	9	12	1	9	3
PF12169.11	4	9	6	8	7	11	17	18	15	9	12	34	30	18	18
PF02223.20	0	2	0	0	0	0	0	1	0	3	3	1	4	0	2
PF00590.23	4	1	5	8	2	10	10	53	21	16	34	55	14	81	69
PF13089.9	5	3	4	5	4	10	23	19	10	11	8	26	25	15	15
PF02503.20	5	3	4	5	4	10	23	19	10	11	8	26	26	16	15
PF17941.4	5	3	5	5	4	10	23	19	10	11	8	26	26	16	14
PF13090.9	5	3	5	5	4	10	23	19	10	11	8	26	26	16	14
PF00795.25	3	6	11	4	4	7	29	19	32	35	45	102	38	41	39
PF02589.18	0	1	0	2	1	0	1	1	0	3	1	4	8	2	1
PF13183.9	10	11	9	14	3	8	5	5	6	11	18	16	12	12	14
PF02873.19	3	2	4	8	1	4	11	8	11	7	10	10	12	6	4
PF12802.10	0	1	2	0	1	1	11	7	4	8	12	17	4	12	13
PF02566.22	0	0	0	0	0	0	0	0	2	0	0	0	3	1	1
PF13473.9	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
PF02274.20	2	2	0	5	0	5	9	2	6	8	1	2	27	0	4
PF07907.14	0	0	0	0	0	0	2	1	5	0	1	1	2	2	0
PF01098.22	1	3	2	3	2	4	25	29	30	18	33	58	115	40	38
PF00083.27	0	0	0	1	1	1	4	4	4	1	9	11	14	5	11
PF00596.24	10	8	4	5	2	9	21	13	12	17	9	15	31	20	12
PF02610.18	17	17	7	2	2	6	38	19	21	17	16	25	41	20	24
PF11762.11	17	17	7	2	2	6	32	18	18	15	16	24	36	14	21
PF04002.18	0	2	2	2	1	3	5	4	6	10	13	19	9	10	9
PF04093.15	0	1	1	0	0	4	2	3	7	0	2	7	18	7	2
PF00532.24	0	0	0	0	0	2	6	4	11	3	1	6	7	9	4
PF00994.27	6	1	4	5	1	1	6	7	17	19	8	13	11	10	14
PF18146.4	1	1	1	3	1	1	2	7	6	7	3	11	5	6	7
PF02464.20	1	2	1	3	2	1	4	8	8	7	6	14	6	8	11
PF00108.26	42	62	52	48	36	78	501	64	79	68	35	35	134	37	25
PF02803.21	42	62	54	49	38	80	501	64	78	68	35	35	135	37	25
PF13344.9	0	2	0	0	2	1	6	4	3	2	4	8	6	5	4
PF13242.9	6	3	2	0	2	1	13	11	5	5	11	15	15	27	15
PF10282.12	1	4	0	1	1	9	10	10	5	8	0	5	24	8	12
PF00266.22	6	7	10	14	7	10	59	38	38	48	45	74	73	68	32
PF08866.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05256.15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF05979.15	0	0	0	1	1	1	2	0	3	1	3	1	1	1	1
PF04296.16	0	0	1	1	0	3	0	4	3	1	1	3	0	4	3
PF01248.29	0	1	0	0	2	0	1	2	6	0	3	3	3	3	3
PF01509.21	0	0	2	3	0	3	4	8	3	2	8	42	5	7	7
PF16198.8	0	0	2	3	0	3	4	8	3	2	8	41	5	7	7
PF03444.18	0	0	0	0	0	0	0	2	0	5	5	6	9	2	5
PF04452.17	0	2	0	1	0	3	2	6	5	1	1	4	3	6	5
PF14698.9	3	2	6	7	2	3	13	9	11	6	5	19	17	17	10
PF08279.15	14	8	6	14	8	23	23	57	38	53	84	111	61	71	74
PF02237.20	0	0	2	3	2	3	2	7	4	2	4	7	2	8	2
PF11151.11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PF16124.8	1	1	1	5	8	3	5	15	33	15	28	45	9	31	28
PF00186.22	0	0	2	2	0	1	2	4	4	1	3	5	6	7	2
PF01351.21	0	0	1	1	0	0	4	6	12	2	7	10	2	9	7
PF17961.4	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
PF10425.12	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
PF00926.22	0	1	2	0	1	2	0	1	4	8	11	5	1	7	3
PF00925.23	0	1	2	0	1	2	0	1	4	8	11	5	1	7	3
PF09586.13	0	1	4	0	0	1	11	9	10	21	23	35	39	25	13
PF07638.14	0	0	0	0	0	0	0	0	0	0	1	2	1	2	3
PF19295.2	1	3	1	1	2	2	6	6	11	4	20	21	1	3	11
PF01458.20	2	6	4	2	3	3	10	11	21	8	25	28	10	11	21
PF00196.22	1	1	6	2	3	3	13	20	22	23	30	60	24	29	25
PF01145.28	31	29	36	19	21	37	38	29	49	57	43	57	88	50	55
PF16875.8	4	15	9	8	4	14	53	24	19	22	23	57	115	41	27
PF02065.21	4	15	9	8	4	14	53	36	26	22	30	87	115	52	35
PF16874.8	4	15	9	8	4	14	53	24	19	22	23	57	115	41	27
PF13596.9	0	0	0	0	0	0	0	2	0	1	1	0	0	0	1
PF02424.18	0	0	3	0	0	3	4	10	3	6	14	11	12	9	15
PF03787.18	0	0	2	6	0	1	13	2	3	0	1	1	1	0	1
PF01590.29	2	1	1	3	0	2	9	22	18	6	14	25	12	23	11
PF02224.21	0	1	0	2	2	2	2	10	8	6	2	8	5	6	8
PF00691.23	7	5	12	14	6	13	26	23	25	16	23	67	37	35	20
PF04016.15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF04310.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16330.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00490.24	0	0	1	0	1	2	0	2	5	1	2	5	0	3	2
PF17931.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13768.9	0	0	0	0	0	1	0	0	1	0	0	3	0	4	3
PF02569.18	0	2	6	4	6	3	2	2	4	2	3	15	2	8	5
PF16732.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF20437.1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3
PF13654.9	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3
PF20436.1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3
PF00415.21	0	0	3	5	0	0	0	5	0	3	7	43	3	16	0
PF13540.9	0	0	0	0	0	0	0	7	3	1	4	4	2	3	3
PF18019.4	0	1	1	2	0	1	2	2	7	1	1	6	0	3	3
PF01627.26	40	67	39	43	25	66	164	83	92	74	40	79	208	71	69
PF13646.9	0	0	0	0	0	0	0	2	0	1	7	2	0	3	2
PF03130.19	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
PF01924.19	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
PF13186.9	2	4	2	1	1	3	3	6	13	8	16	31	13	18	16
PF06426.17	0	0	0	0	0	0	0	1	1	0	0	2	1	2	3
PF17938.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF20131.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF02638.18	3	1	0	0	0	4	2	1	2	5	2	12	0	6	4
PF02368.21	104	161	869	509	250	559	215	222	542	255	131	146	826	285	419
PF01548.20	51	50	112	66	45	108	360	241	241	246	416	435	914	372	381
PF08502.13	1	3	3	4	5	1	8	14	17	13	16	24	31	28	27
PF01702.21	1	2	6	0	2	5	4	5	12	8	3	14	11	14	13
PF17912.4	145	249	133	126	56	150	1372	62	111	176	30	42	1710	45	59
PF03459.20	95	181	82	93	30	94	979	46	71	148	20	32	1258	28	41
PF09549.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13365.9	15	11	9	12	3	18	30	28	30	15	20	36	58	44	36
PF00498.29	0	0	0	3	0	13	10	29	23	18	9	51	13	33	17
PF01755.20	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1
PF05420.14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF02690.18	2	6	10	2	6	16	60	59	52	28	40	110	120	56	55
PF02558.19	0	0	0	0	1	0	3	2	3	4	2	10	0	9	8
PF08546.14	0	0	0	0	1	0	1	1	2	2	1	2	0	2	1
PF04224.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03553.17	7	8	4	5	4	2	25	9	14	20	24	29	120	29	18
PF01964.21	0	0	2	0	1	2	0	4	6	1	6	8	1	8	2
PF02113.18	0	0	0	0	0	0	0	0	2	4	4	13	0	4	2
PF13286.9	1	2	4	3	0	1	12	4	10	4	6	19	9	17	8
PF02627.23	2	1	3	1	0	4	2	5	3	4	9	6	3	10	7
PF12682.10	0	1	0	0	1	1	6	11	13	10	15	34	9	32	26
PF01738.21	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2
PF12697.10	0	1	0	0	0	0	5	7	7	5	5	18	5	5	10
PF00754.28	32	118	480	148	144	347	90	38	36	116	35	13	396	123	155
PF00404.21	0	0	0	0	0	0	3	6	2	8	3	6	9	26	17
PF11655.11	0	0	0	0	0	0	0	3	2	1	0	0	0	4	6
PF12843.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF02838.18	17	37	140	42	46	106	37	20	18	36	15	19	149	55	55
PF00728.25	14	22	59	21	17	43	13	15	10	25	11	11	52	49	36
PF16347.8	0	1	0	0	1	0	0	0	2	1	4	10	1	14	9
PF13098.9	0	0	0	0	0	0	0	0	0	1	0	0	2	5	2
PF16576.8	1	4	0	2	1	2	5	23	18	11	35	61	17	43	39
PF03797.22	0	1	0	0	0	0	0	2	1	1	2	0	0	35	29
PF07244.18	0	0	4	0	0	0	5	7	29	8	44	96	12	38	36
PF01103.26	1	0	0	0	0	1	2	6	14	4	21	34	1	10	11
PF02321.21	2	0	0	0	0	6	14	18	66	22	60	106	2	53	36
PF05221.20	2	8	1	3	0	5	12	28	22	24	6	29	29	27	37
PF00670.24	2	6	1	3	0	4	6	15	13	14	5	16	15	15	21
PF00144.27	0	0	0	2	1	2	21	15	40	56	59	84	43	45	37
PF02910.23	3	1	3	0	3	4	3	17	38	19	43	59	22	41	36
PF01325.22	1	1	0	0	0	0	5	7	8	4	6	30	3	10	11
PF02742.18	1	1	0	0	0	0	5	4	6	3	4	35	3	9	10
PF04966.15	0	0	0	0	0	0	0	1	1	0	0	0	0	2	4
PF04023.17	3	2	1	1	2	1	6	14	43	15	15	43	26	29	22
PF14376.9	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2
PF03150.17	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2
PF00034.24	0	0	0	0	0	0	0	0	3	0	4	3	1	5	3
PF07498.15	1	1	3	1	0	3	6	15	9	4	5	9	15	13	15
PF07497.15	3	2	6	4	2	9	16	18	21	9	15	23	18	25	24
PF07719.20	0	0	3	2	0	6	10	5	13	11	9	10	34	22	24
PF00263.24	0	0	0	0	0	0	0	0	1	1	1	1	3	8	6
PF11104.11	14	3	2	10	0	5	11	10	2	4	1	10	12	7	8
PF01634.21	0	1	1	0	0	1	0	8	9	3	6	10	4	8	5
PF08029.14	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
PF00920.24	9	7	20	9	7	10	28	16	36	16	21	25	45	26	24
PF14498.9	0	2	6	2	1	1	12	3	8	13	7	8	26	16	14
PF11013.11	0	0	0	0	0	0	0	2	1	3	5	8	1	8	2
PF01740.24	0	0	0	0	0	0	7	8	12	6	10	16	28	11	10
PF00432.24	0	0	0	0	0	0	0	0	0	0	0	0	2	6	4
PF01531.19	0	0	0	0	0	0	2	6	4	3	0	7	8	13	8
PF01762.24	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
PF03814.18	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4
PF03781.19	0	1	0	0	3	1	1	1	2	1	7	16	0	13	8
PF01212.24	2	5	3	5	1	12	28	9	18	4	12	12	12	14	13
PF01882.21	0	1	0	0	1	2	6	7	3	3	7	14	13	27	17
PF07991.15	6	6	16	26	10	19	157	32	34	20	19	24	185	32	27
PF01450.22	6	6	16	26	10	19	157	32	34	20	19	24	185	32	28
PF16499.8	0	0	0	0	0	2	8	0	6	0	4	1	4	5	4
PF17801.4	0	0	0	0	0	1	3	3	3	5	9	19	2	12	7
PF01050.21	0	0	0	1	0	0	9	6	4	1	2	3	5	7	7
PF06733.18	2	1	4	1	0	1	8	15	7	5	7	19	10	15	19
PF13307.9	2	4	4	3	2	1	8	19	16	7	8	25	12	27	37
PF01891.19	0	0	0	1	0	0	0	1	0	0	6	3	7	7	5
PF13190.9	0	0	0	1	0	0	0	1	0	0	6	3	3	6	4
PF07589.14	0	0	0	0	0	0	0	0	0	0	1	1	1	11	2
PF17297.5	1	2	3	4	3	6	12	4	0	13	3	5	30	8	7
PF00821.21	1	2	3	4	3	6	12	4	0	13	3	5	30	8	7
PF01510.28	0	0	1	2	4	1	11	50	83	24	73	76	22	81	73
PF12838.10	180	191	195	195	73	350	1919	232	336	230	186	153	946	166	148
PF12971.10	6	0	1	0	1	6	3	6	5	16	12	14	16	12	9
PF05089.15	6	0	1	0	1	6	3	6	5	16	12	14	16	12	9
PF12972.10	6	0	1	0	1	6	3	6	5	16	12	14	16	12	9
PF07085.15	4	1	9	5	3	5	4	3	4	14	10	6	11	11	8
PF16385.8	3	0	0	0	0	0	0	1	7	1	2	10	2	3	6
PF01256.20	0	0	0	3	2	1	7	5	8	6	14	12	6	9	7
PF02590.20	0	0	0	0	2	2	1	6	3	6	6	5	3	9	7
PF02472.19	0	3	7	2	3	6	9	12	49	51	26	35	10	18	9
PF20511.1	0	1	1	2	1	1	9	10	10	7	4	25	11	14	14
PF12437.11	4	1	3	1	4	7	295	31	66	29	47	60	26	59	39
PF18318.4	4	1	3	1	4	7	293	31	64	29	47	60	28	57	39
PF14849.9	0	2	0	1	0	0	0	3	3	0	4	12	1	2	4
PF03629.21	0	0	0	0	0	1	4	3	5	3	20	24	3	13	11
PF01204.21	0	0	3	0	3	3	2	4	4	7	5	9	2	12	6
PF02073.18	3	3	2	4	1	4	13	10	10	16	9	28	20	15	22
PF12951.10	0	0	0	0	0	0	0	5	4	0	0	0	22	119	95
PF18582.4	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
PF01042.24	2	0	0	1	0	2	20	0	5	4	6	9	19	4	2
PF09374.13	0	0	0	0	0	0	0	1	1	0	3	1	0	3	0
PF00924.21	2	1	1	0	2	3	8	11	16	6	21	26	18	11	7
PF00209.21	2	2	8	6	0	6	18	36	38	46	26	28	106	40	38
PF00109.29	2	3	6	8	1	9	11	21	22	17	19	45	21	22	26
PF02801.25	2	3	6	8	1	9	11	21	22	17	19	46	21	22	26
PF04551.17	0	0	1	0	3	4	8	13	10	7	15	26	7	17	17
PF01757.25	4	2	1	1	1	1	17	23	18	6	10	35	49	48	41
PF12715.10	0	0	0	0	0	0	0	0	2	0	1	0	1	3	0
PF02492.22	6	4	3	3	5	5	14	12	23	7	17	28	19	23	24
PF00708.21	0	0	1	1	1	3	1	0	1	1	1	1	2	5	7
PF07503.15	0	0	0	0	0	0	0	0	0	2	0	0	4	8	6
PF01300.21	0	4	3	3	0	3	8	5	4	6	12	18	10	10	10
PF17788.4	0	0	0	0	0	0	0	0	0	1	0	0	2	4	3
PF13593.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PF00069.28	2	3	6	6	2	8	9	50	33	34	35	68	34	81	63
PF03983.15	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2
PF08305.14	5	14	59	16	23	37	4	0	4	17	7	0	59	29	41
PF03692.18	0	1	1	0	0	0	2	6	2	0	4	1	8	6	5
PF08238.15	18	47	25	15	6	18	72	189	359	255	369	555	149	505	644
PF04519.16	2	6	1	5	3	12	47	20	19	11	5	12	37	20	6
PF02594.19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF01120.20	0	9	4	1	0	5	9	4	8	11	11	21	12	23	14
PF13899.9	0	0	1	1	1	1	3	1	11	0	7	12	3	7	2
PF05656.17	0	0	0	0	1	0	0	1	2	2	0	5	0	8	2
PF02535.25	1	0	7	1	0	1	5	11	9	10	18	15	12	18	7
PF03435.21	0	3	1	2	1	5	5	7	7	13	11	24	9	10	5
PF16653.8	0	3	1	2	1	5	4	6	7	13	11	23	8	10	5
PF03755.16	1	2	4	2	3	2	9	5	13	6	2	19	5	9	6
PF08340.14	1	2	4	2	3	2	9	5	13	6	2	19	5	9	6
PF07549.17	2	7	15	18	3	27	67	41	78	25	38	86	216	56	35
PF02355.19	4	8	22	24	6	32	94	48	92	40	47	108	296	75	43
PF13202.9	0	0	0	0	1	0	0	0	2	0	0	0	0	10	6
PF03641.17	0	0	0	0	0	0	1	0	0	0	0	0	1	5	2
PF17291.5	0	0	0	0	0	0	0	0	0	0	0	1	3	8	5
PF13402.9	4	12	25	24	9	20	3	7	8	8	6	6	22	34	28
PF05977.16	1	1	0	0	0	0	0	0	1	3	2	1	14	6	5
PF19528.2	0	1	0	0	0	0	7	10	7	2	9	19	19	15	7
PF19580.2	0	0	0	0	0	1	1	1	1	0	2	3	0	3	6
PF03030.19	4	0	7	7	3	7	14	7	13	9	12	8	25	14	17
PF04715.16	0	0	0	0	0	0	0	1	2	0	0	2	1	2	2
PF00425.21	0	0	1	1	1	0	0	1	2	0	4	6	1	4	5
PF00697.25	0	0	0	0	0	0	0	1	3	0	2	6	0	3	0
PF13088.9	4	5	19	6	8	19	6	1	3	20	4	0	30	15	29
PF00507.22	0	0	0	0	0	0	2	1	0	0	1	2	2	0	3
